brand,product_name,price,mrp,rating,review_count,review_text
skybags,laptop_bag,2099,5711,4.4,226,bad product
skybags,cabin_bag,2021,6825,4.2,2100,First they sent me someother product in the suitcase box then did a return gave me faulty chain which is not working properly. They claim to have 5 year warranty but dont know how to claim it
skybags,cabin_bag,2021,6825,4.2,2100,High Price
skybags,cabin_bag,2021,6825,4.2,2100,Best cabin trolley
skybags,cabin_bag,2021,6825,4.2,2100,Looks Great: The sleek and modern design blends well with my laundry area.
skybags,cabin_bag,2021,6825,4.2,2100,Very sturdy product but faced problem with lock.
skybags,laptop_bag,999,3499,4,1200,"The Skybags Lumous Laptop Backpack is spacious, stylish, and has lots of compartments for organizing everything easily. The quality, comfort, and value for money are excellent, making it a great pick for daily office or college use. Highly recommended for anyone looking for a compact yet roomy laptop backpack. Quality of the zip is also top notch. Color is same as shown in the image. NOTE: The backpack is BANGLADESH Origin"
skybags,laptop_bag,999,3499,4,1200,Awesome.. Stylish and light weight
skybags,laptop_bag,999,3499,4,1200,Not upto expectations. The handle is not that good.
skybags,laptop_bag,999,3499,4,1200,very nice and exlent super
skybags,laptop_bag,999,3499,4,1200,best best best
aristocrat,laptop_bag,379,999,5,200,Really nice bag! Worth the price as the quality is really good . Zips are super nice too!
aristocrat,laptop_bag,379,999,5,200,Nice and good material. Lite and decent look at this price.
aristocrat,laptop_bag,379,999,5,200,An amazing product. It is exactly the same as shown in the picture. Good quality and decent looks. I have used it for more than 2 weeks now and it serves the purpose really well. Can go for it without thinking twice !!
aristocrat,laptop_bag,379,999,5,200,Amazing quality
aristocrat,laptop_bag,379,999,5,200,"Quality of this bag is average. In this price you should not expect much. Chains seem good though. As it is mentioned in the product description 14 inch laptops fit well only, as the bag is small. It is not for 15.6 inch laptops."
aristocrat,checkin_bag,4899,7000,4,2300,"Very good product! Very good packaging! We received product in perfect condition. Such a good product at this price. I packed it again as we are gifting them, hence the picture contain the transperant cover pn the bag. Very stylish, sturdy and good quality!! And such a fast delivery! I'm very happy. Thankyou sooo much!!"
aristocrat,checkin_bag,4899,7000,4,2300,"Great quality, Good for 3 to 4 days travel."
aristocrat,checkin_bag,4899,7000,4,2300,"Not that recomented , The product is good but not that hard , the trolly handle is inside the cabin , better to try some other"
aristocrat,checkin_bag,4899,7000,4,2300,"I just got this new Aristocrat suitcase and wanted to share my first impressions. I went for the large size, and it's even better in person than I expected."
aristocrat,checkin_bag,4899,7000,4,2300,"First off, I love the look of it. It's a dark navy blue with this cool, almost geometric texture on the hard shell. But what really makes it stand out are the bright yellow accents. They've got the yellow on the wheels and the piping around the zippers, and it just looks so sharp and modern. Plus, it's going to be so easy to spot on the luggage conveyor belt."
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,"This large-size luggage bag is really good for the price. The quality is strong and durable, and it has enough space to carry all travel essentials easily. The wheels move smoothly, and the handle is comfortable to use. It looks stylish and premium, much better than expected at this price range. Overall, it’s totally value for money. I really love it and would definitely recommend it to others."
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,"This Bag is Very Good at this Price, bag quality and color is good, wheels are strong enough, Size is impressive, The weight remain balanced on pulling it."
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,Overall A good Product at such a price
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,Product is good just one thing that i ordered Saddle brown color but received Spanish blue in color.
aristocrat,cabin_trolly_bag,8000,25000,4.2,1306,But this color is also good so I'm keeping it.
aristocrat,travel_bag,769,1000,4,200,Excellent Product very spacious and the trolley handle is quite sturdy. Wheels are super smooth. Overall a very good purchase.
aristocrat,travel_bag,769,1000,4,200,Nice bag
aristocrat,travel_bag,769,1000,4,200,Affordable price and good quality
aristocrat,travel_bag,769,1000,4,200,Very good.comfortable for two days travel.material quality is good.handle and jib r all very nice.
aristocrat,travel_bag,769,1000,4,200,Good quality and more spacious
american_tourister,laptop_bag,999,1999,3.8,1988,"As per price, AT is superb especially in Quality and feel. I have used one day and then sharing my review- it seems compact and spacious inside. Looks good Well managed ??"
american_tourister,laptop_bag,999,1999,3.8,1988,Durability is good.
american_tourister,laptop_bag,999,1999,3.8,1988,Bag quality not showing as water resistant
american_tourister,laptop_bag,999,1999,3.8,1988,Good bag for carrying laptops value for money but no water resistant
american_tourister,laptop_bag,999,1999,3.8,1988,"Just Perfact bag, zips stuck sometimes, it used carelessly. Have to use two hands during closing and opening zips."
american_tourister,compartment_bag,999,2500,4.3,633, Material and volume nice
american_tourister,compartment_bag,999,2500,4.3,633,"Excellent Bag Quality. Very Happy, worth buying"
american_tourister,compartment_bag,999,2500,4.3,633,Good quality material. Classy and formal look. The zips are of good quality. Very comfortable to wear and use. Highly suitable for IT field employees or college students. Not suitable a as a travel bag if you are taking many other things other than laptop. Highly recommended product. Charging port not available. Water resistant. Space is limited but suitable for a laptop. Padding is of great quality. Good workmanship!
american_tourister,compartment_bag,999,2500,4.3,633,Light weight and good space
american_tourister,compartment_bag,999,2500,4.3,633,"Bought this dark blue American Tourister backpack for Rs. 999, mainly for office and travel. Chose dark blue so it wouldn’t show dirt easily over time. The bag is spacious with three main compartments—perfect for daily use. The material seems strong, and the look is impressive. Planning to use it for rough and tough purposes; hoping it proves durable in the long run. So far, the quality feels good but need time to confirm its lasting performance."
american_tourister,travel_bag,1299,4200,4.2,40,"Just 8 to 9 months and front pocket chain gone completely and can't use this pocket anymore. And chains for rest of the two main pockets are also corrupted and can fail anytime. Rest of the things are ok, you won't feel any premiumness in this project. Just a basic bag with AT tag."
american_tourister,travel_bag,1299,4200,4.2,40,It's not for corporate office use but for any general office.
american_tourister,travel_bag,1299,4200,4.2,40,Zip quality is really good the zip is working flawlessly.
american_tourister,travel_bag,1299,4200,4.2,40,"Perfect size, sturdy yet not super heavy, good built quality."
american_tourister,travel_bag,1299,4200,4.2,40,"Excellent Bag Quality. Very Happy, worth buying"
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,Have used it for the first time on our travel. Appears good and easy on wheels. Too early to comment on durability
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,"I have a positive feedback on American Tourister trolleys, they are of good quality one, so is the price little higher side."
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,"Very good, strong & sturdy .However colour didn't match like what was in the display. Definitely recommend"
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,Good and stylish matte black colour but handle is little bit thin not feel strong otherwise product is good at this price range
american_tourister,cabin_trolly_bag,2499,7100,4.2,540,Looks good worthit and also comes with water resistant for this trolly. Light weight. Design is good Matte feels occurs less scratchs.
american_tourister,checkin_bag,3799,9800,4.1,2599,"A sturdy, lightweight suitcase with smooth wheels and practical storage, ideal for short to medium trips."
american_tourister,checkin_bag,3799,9800,4.1,2599,"Offers good durability and value for money, though frequent flyers may prefer a premium-grade shell."
american_tourister,checkin_bag,3799,9800,4.1,2599,Goog at quality but colour shade looks some difference in reality
american_tourister,checkin_bag,3799,9800,4.1,2599,"Very beautiful looking trolley, a tasteful piece in such a subtle blue colour. Prone to scratches on the edges, need to put a cover."
american_tourister,checkin_bag,3799,9800,4.1,2599,not satisfied
